Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
Together - Single,Yall,80,,,Yall,1,256,,Encoded By rgFc (ICQ 5758811),,"Joan Sala, Antonio Rayo & Amanda Castillo",2017-07-28T17:26:55Z,2017-07-28T17:26:55Z,1,1,,5,Dance,,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Mike%20Posner/At%20Night,%20Alone_/13%20I%20Took%20a%20Pill%20In%20Ibiza%20(Seeb%20Remi.m4p",,Together,,14791958809EA1C8,3,3588622632,2017-09-18T21:37:12Z,,,,80,,2017-02-03T08:00:00Z,44100,7394251,1,2017-07-30T03:48:25Z,Together - Single,Chainsmokers,Yall,,Together,194678,1,1440,1,Remote,2017
Love Story,Yelawolf,80,,,Yelawolf,1,256,,Encoded By rgFc (ICQ 5758811),,"Michael Atha, William Washington, Mike Hartnett & Matthew Hayes",2017-07-28T17:27:15Z,2017-07-28T17:27:15Z,1,1,,5,Hip Hop/Rap,,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Mike%20Posner/At%20Night,%20Alone_/13%20I%20Took%20a%20Pill%20In%20Ibiza%20(Seeb%20Remi.m4p",,Till It's Gone,,76967FBB6FD0AFC2,3,3608367897,2018-05-05T10:24:57Z,,,,80,,2014-09-16T07:00:00Z,44100,9766376,1,2017-07-30T03:48:25Z,Love Story,Chainsmokers,Yelawolf,,Till It's Gone,275549,18,1442,6,Remote,2014
Elton John,Elton John,80,,,Elton John,1,256,,Encoded By rgFc (ICQ 5758811),,Elton John,2017-07-28T17:27:41Z,2017-12-17T19:37:37Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Elton%20John/Elton%20John/01%20Your%20Song.m4p,,Your Song,,AB67C9CA04E691C1,15,3597945627,2018-01-04T20:20:27Z,,,,80,,1970-04-10T08:00:00Z,44100,9193780,1,2017-08-16T17:36:06Z,Elton John,Chainsmokers,Elton John,,Your Song,244560,13,1444,1,File,1970
Bright Lights,Ellie Goulding,80,,,Ellie Goulding,1,256,,Encoded By rgFc (ICQ 5758811),,Elton John & Bernie Taupin,2017-07-28T17:28:11Z,2017-08-16T17:25:54Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ellie%20Goulding/Bright%20Lights/17%20Your%20Song.m4p,,Your Song,,88AD64706686E5CA,4,3590852166,2017-10-14T16:56:06Z,,,,80,,2010-01-01T08:00:00Z,44100,6767430,1,2017-09-05T06:56:15Z,Bright Lights,Chainsmokers,Ellie Goulding,,Your Song,189746,30,1446,17,File,2010
DJ Has Arrived (Ibiza 2017),Greg Sletteland,80,,,Greg Sletteland,1,256,,Encoded By rgFc (ICQ 5758811),,Greg Sletteland,2017-07-28T17:30:28Z,2017-07-28T17:30:28Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ellie%20Goulding/Bright%20Lights/17%20Your%20Song.m4p,,The DJ's Spinning (House Remix),,903A97362A760985,1,3604659858,2018-03-23T13:24:18Z,,,,80,,2017-06-29T07:00:00Z,44100,8929531,1,2018-05-05T18:07:14Z,DJ Has Arrived (Ibiza 2017),Chainsmokers,Greg Sletteland,,DJ's Spinning (House Remix),258051,50,1448,3,Remote,2017
Memories...Do Not Open,The Chainsmokers,80,,,The Chainsmokers,1,256,,Encoded By rgFc (ICQ 5758811),,"Andrew Taggart, Kris Eriksson & Fredrik Häggstam",2017-07-28T17:31:08Z,2017-07-28T17:31:08Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ellie%20Goulding/Bright%20Lights/17%20Your%20Song.m4p,,Paris,,E47DFC6A01A131BC,9,3604582769,2018-03-22T15:59:29Z,,,,80,,2017-01-13T08:00:00Z,44100,7770025,1,2018-05-05T18:07:14Z,Memories...Do Not Open,Chainsmokers,Chainsmokers,,Paris,221509,12,1450,8,Remote,2017
4,Beyoncé,80,,,Beyonce,1,256,,Encoded By rgFc (ICQ 5758811),,"Terius Nash, Beyoncé Knowles, Wesley Pentz, David Taylor, Adidja Palmer & Nick van de Wall",2017-07-28T17:31:20Z,2017-07-28T17:31:20Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ellie%20Goulding/Bright%20Lights/17%20Your%20Song.m4p,,Run the World (Girls),,F00FFF2C57AE0529,9,3604582769,2018-03-22T15:59:29Z,,,,80,,2011-04-21T07:00:00Z,44100,8772836,1,2018-05-05T18:07:14Z,4,Chainsmokers,Beyoncé,,Run the World (Girls),238305,14,1452,11,Remote,2011
Stereo Love,Edward Maya & Vika Jigulina,80,,,Edward Maya & Vika Jigulina,1,256,,Encoded By rgFc (ICQ 5758811),,"M. E. Ilie, V. Corneva & A. Ilie",2017-07-28T17:34:49Z,2017-08-16T17:19:24Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Edward%20Maya%20&%20Vika%20Jigulina/Stereo%20Love/02%20Stereo%20Love%20(Original).m4p,,Stereo Love (Original),,6DBD78015B6A09BB,9,3587239397,2017-09-02T21:23:17Z,,,,80,,2009-10-02T07:00:00Z,44100,8715191,1,2018-05-05T18:07:14Z,Stereo Love,Chainsmokers,Edward Maya & Vika Jigulina,,Stereo Love (Original),249259,3,1454,2,File,2009
Stereo Love,Edward Maya & Vika Jigulina,80,,,Edward Maya & Vika Jigulina,1,256,,Encoded By rgFc (ICQ 5758811),,"M. E. Ilie, V. Corneva & A. Ilie",2017-07-28T17:35:02Z,2017-08-16T17:19:44Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Edward%20Maya%20&%20Vika%20Jigulina/Stereo%20Love/03%20Stereo%20Love%20(Extended%20Mix).m4p,,Stereo Love (Extended Mix),,2AAE06A5F0C16181,11,3602771897,2018-03-01T16:58:17Z,,,,80,,2009-10-02T07:00:00Z,44100,11133510,1,2018-01-18T18:02:39Z,Stereo Love,Chainsmokers,Edward Maya & Vika Jigulina,,Stereo Love (Extended Mix),323244,3,1456,3,File,2009
Desert Rain (feat. Vika Jigulina) - Single,Edward Maya,80,,,Edward Maya,1,256,,Encoded By rgFc (ICQ 5758811),,"M. E. Ilie, V. Corneva & A. Ilie",2017-07-28T17:35:19Z,2017-09-02T21:15:18Z,1,1,,5,Electronic,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Edward%20Maya/Desert%20Rain%20(feat.%20Vika%20Jigulina)%20-%20Sing/01%20Desert%20Rain%20(feat.%20Vika%20Jigulina).m4p,,Desert Rain (feat. Vika Jigulina),,D3080A463CA5B05E,11,3594721389,2017-11-28T12:43:09Z,,,,80,,2010-11-24T08:00:00Z,44100,8934483,1,2018-01-18T18:02:39Z,Desert Rain (feat. Vika Jigulina) - Single,Chainsmokers,Edward Maya,,Desert Rain (feat. Vika Jigulina),245624,1,1458,1,File,2010
El Dorado,Shakira,80,,,Shakira,1,256,,Encoded By rgFc (ICQ 5758811),,"Shakira, Kurtis Mckenzie, Jon Mills, Julia Michaels, Magnus August Hoiberg & Justin Tranter",2017-07-28T17:36:47Z,2017-10-25T17:49:20Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,When a Woman,,507DA8A031662EB2,5,3591805957,2017-10-25T17:52:37Z,,,,80,,2017-05-26T07:00:00Z,44100,7024087,2,2018-01-15T09:19:57Z,El Dorado,Chainsmokers,Shakira,,When a Woman,198106,13,1460,4,File,2017
Shakira. (Deluxe Version),Shakira,80,,,Shakira,1,256,,Encoded By rgFc (ICQ 5758811),,Steve Mac & Ina Wroldsen,2017-07-28T17:37:30Z,2017-07-28T17:37:30Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Empire,,03BC134D19872B62,3,3594804200,2017-11-29T11:43:20Z,,,,80,,2014-02-22T08:00:00Z,44100,8458668,2,2018-01-15T09:19:57Z,Shakira. (Deluxe Version),Chainsmokers,Shakira,,Empire,239333,15,1462,3,Remote,2014
Shakira. (Deluxe Version),Shakira,80,,,Shakira,1,256,,Encoded By rgFc (ICQ 5758811),,N/A - See Audio Beds,2017-07-28T17:37:44Z,2017-07-28T17:37:44Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Dare (La La La),,1473E60555644F09,4,3608732519,2018-05-09T15:41:59Z,,,,80,,2014-03-21T07:00:00Z,44100,6983040,2,2018-01-15T09:19:57Z,Shakira. (Deluxe Version),Chainsmokers,Shakira,,Dare (La La La),186507,15,1464,1,Remote,2014
Songs From the West Coast,Elton John,80,,,Elton John,1,256,,Encoded By rgFc (ICQ 5758811),,Elton John & Bernie Taupin,2017-07-28T17:40:23Z,2017-07-28T17:40:23Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Original Sin,,BB2F0E9E6866CB35,2,3599563410,2018-01-23T13:43:30Z,,,,80,,2001-10-01T07:00:00Z,44100,10104554,3,2018-06-04T10:54:22Z,Songs From the West Coast,Chainsmokers,Elton John,,Original Sin,289427,13,1466,5,Remote,2001
Michael Jackson's This Is It (The Music That Inspired the Movie),Michael Jackson,80,,,Michael Jackson,1,256,,Encoded By rgFc (ICQ 5758811),,Michael J. Jackson & Paul Anka,2017-07-28T17:40:44Z,2017-07-28T17:40:44Z,2,1,,5,Soundtrack,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,This Is It,,3F9DBCAB4EACA0D8,2,3586629967,2017-08-26T20:06:07Z,,,,80,,2009-10-27T07:00:00Z,44100,8123067,3,2018-06-04T10:54:22Z,Michael Jackson's This Is It (The Music That Inspired the Movie),Chainsmokers,Michael Jackson,,This Is It,216699,16,1468,15,Remote,2009
The Essential Michael Jackson,Michael Jackson,80,,,Michael Jackson,1,256,,Encoded By rgFc (ICQ 5758811),,Michael J. Jackson & Marty Paich,2017-07-28T17:40:55Z,2017-07-28T17:40:55Z,2,2,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Heal the World,,FC7C8CF398AE1873,2,3610578287,2018-05-31T00:24:47Z,,,,80,,1991-11-26T08:00:00Z,44100,13962562,1,2017-09-06T06:27:26Z,Essential Michael Jackson,Chainsmokers,Michael Jackson,,Heal the World,385713,17,1470,10,Remote,1991
Bad (25th Anniversary Edition),Michael Jackson,80,,,Michael Jackson,1,256,,Encoded By rgFc (ICQ 5758811),,M. J. Jackson,2017-07-28T17:41:44Z,2017-07-28T17:41:44Z,2,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,The Way You Make Me Feel,,879574E441076645,2,3603125606,2018-03-05T19:13:26Z,,,,80,,1987-08-31T07:00:00Z,44100,11231492,1,2017-09-08T17:07:55Z,Bad (25th Anniversary Edition),Chainsmokers,Michael Jackson,,Way You Make Me Feel,298122,11,1472,2,Remote,1987
Euphoria (Deluxe Edition),Enrique Iglesias,80,,,Enrique Iglesias,1,256,,Encoded By rgFc (ICQ 5758811),,"Enrique Iglesias, Mark Taylor & Jamie Scott",2017-07-28T17:42:03Z,2017-07-28T17:42:03Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Heartbeat,,86AF91967A326535,5,3603967944,2018-03-15T13:12:24Z,,,,80,,2010-06-08T07:00:00Z,44100,9093799,1,2017-11-24T07:41:32Z,Euphoria (Deluxe Edition),Chainsmokers,Enrique Iglesias,,Heartbeat,255997,14,1474,3,Remote,2010
Cloud Nine,Kygo,80,,,Kygo,1,256,,Encoded By rgFc (ICQ 5758811),,"Kygo, Ashton Parson, Kyle Kelso, Michael Harwood & Marli Harwood",2017-07-28T17:42:52Z,2017-07-28T17:42:52Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Stole the Show (feat. Parson James),,36C73C6FFD96BAA2,20,3610966786,2018-06-04T12:19:46Z,,,,80,,2015-03-23T07:00:00Z,44100,8171565,1,2017-11-24T07:41:32Z,Cloud Nine,Chainsmokers,Kygo,,Stole the Show (feat. Parson James),223182,15,1476,2,Remote,2015
Cloud Nine,Kygo,80,,,Kygo,1,256,,Encoded By rgFc (ICQ 5758811),,"Kygo, Maty Noyes & William Wiik Larsen",2017-07-28T17:42:59Z,2017-07-28T17:42:59Z,1,1,,5,Dance,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Stay (feat. Maty Noyes),,5C4164F053A7DE37,5,3596053060,2017-12-13T22:37:40Z,,,,80,,2015-12-04T08:00:00Z,44100,8426954,1,2017-11-24T07:41:32Z,Cloud Nine,Chainsmokers,Kygo,,Stay (feat. Maty Noyes),238745,15,1478,11,Remote,2015
52nd Street,Billy Joel,80,,,Billy Joel,1,256,,Encoded By rgFc (ICQ 5758811),,Billy Joel,2017-07-28T17:43:04Z,2017-07-28T17:43:04Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Honesty,,EEAC0E8B31D112D5,3,3590680291,2017-10-12T17:11:31Z,,,,80,,1978-10-12T07:00:00Z,44100,8501334,1,2017-11-24T07:41:32Z,52nd Street,Chainsmokers,Billy Joel,,Honesty,234160,9,1480,2,Remote,1978
52nd Street,Billy Joel,80,,,Billy Joel,1,256,,Encoded By rgFc (ICQ 5758811),,Billy Joel,2017-07-28T17:43:11Z,2017-07-28T17:43:11Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,My Life,,009F3D96EB43D15C,2,3610576575,2018-05-30T23:56:15Z,,,,80,,1978-10-12T07:00:00Z,44100,9860058,1,2017-11-24T07:41:32Z,52nd Street,Chainsmokers,Billy Joel,,My Life,285010,9,1482,3,Remote,1978
Clapton,Eric Clapton,80,,,Eric Clapton,1,256,,Encoded By rgFc (ICQ 5758811),,Irving Berlin,2017-07-28T17:43:24Z,2017-07-28T17:43:24Z,1,1,,5,Rock,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,How Deep Is the Ocean,,AE9AC4178ED9FCA2,2,3595246710,2017-12-04T14:38:30Z,,,,80,,2010-09-28T07:00:00Z,44100,11480108,1,2017-11-24T07:41:32Z,Clapton,Chainsmokers,Eric Clapton,,How Deep Is the Ocean,329187,15,1484,5,Remote,2010
Colour By Numbers,Culture Club,80,,,Culture Club,1,256,,Encoded By rgFc (ICQ 5758811),,Irving Berlin,2017-07-28T17:44:40Z,2017-07-28T17:44:40Z,1,1,,5,Rock,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shakira/El%20Dorado/04%20When%20a%20Woman.m4p,,Karma Chameleon,,44508D7AA66C9EC2,3,3595830658,2017-12-11T08:50:58Z,,,,80,,1983-09-01T07:00:00Z,44100,9416065,1,2017-11-24T07:41:32Z,Colour By Numbers,Chainsmokers,Culture Club,,Karma Chameleon,252760,10,1486,1,Remote,1983
Thriller,Michael Jackson,80,,,Michael Jackson,1,256,,Encoded By rgFc (ICQ 5758811),,M. J. Jackson,2017-07-28T17:44:46Z,2017-08-16T17:08:36Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Michael%20Jackson/Thriller/05%20Beat%20It.m4p,,Beat It,,9C3630B461DCEF92,6,3608330636,2018-05-05T00:03:56Z,,,,80,,1982-11-30T08:00:00Z,44100,9856286,1,2017-10-13T10:46:04Z,Thriller,Chainsmokers,Michael Jackson,,Beat It,258152,9,1488,5,File,1982
The Soul of the Kung Fu Fighter,Carl Douglas,80,,,Carl Douglas,1,256,,Encoded By rgFc (ICQ 5758811),,M. J. Jackson,2017-07-28T17:45:21Z,2017-07-28T17:45:21Z,1,1,,5,Pop,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Michael%20Jackson/Thriller/05%20Beat%20It.m4p,,Kung Fu Fighting,,FDDE3D45D2CA8820,14,3610000456,2018-05-24T07:54:16Z,,,,80,,1974-01-01T08:00:00Z,44100,7497327,1,2017-10-13T10:46:04Z,Soul of the Kung Fu Fighter,Chainsmokers,Carl Douglas,,Kung Fu Fighting,197693,22,1490,1,Remote,1974
Oppam (Original Motion Picture Soundtrack) - EP,"Jim, Biby, Eldhose & Justin",80,,,M. G. Sreekumar,1,256,,Encoded By rgFc (ICQ 5758811),,"Jim, Biby, Eldhose & Justin",2017-07-28T17:48:49Z,2017-08-05T21:04:08Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Jim,%20Biby,%20Eldhose%20&%20Justin/Oppam%20(Original%20Motion%20Picture%20Soundtrac/01%20Chinnamma%20Adi.m4p",,Chinnamma Adi,,3303F4FF44BB078F,25,3608380792,2018-05-05T13:59:52Z,,,,80,,2016-08-17T07:00:00Z,44100,8989341,1,2017-10-13T10:46:04Z,Oppam (Original Motion Picture Soundtrack) - EP,Chainsmokers,M. G. Sreekumar,,Chinnamma Adi,246040,6,1492,1,File,2016
Godha (Original Motion Picture Soundtrack),Shaan Rahman,80,,,Sithara Krishnakumar,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2017-07-28T17:49:46Z,2017-09-02T08:30:42Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Godha%20(Original%20Motion%20Picture%20Soundtrac/10%20Ponnin%20Kanikkonna.m4p,,Ponnin Kanikkonna,,DAB17CE35BF0F46E,6,3602826806,2018-03-02T08:13:26Z,,,,80,,2017-04-05T07:00:00Z,44100,8912289,1,2017-11-21T07:12:16Z,Godha (Original Motion Picture Soundtrack),Chainsmokers,Sithara Krishnakumar,,Ponnin Kanikkonna,253518,10,1494,10,File,2017
Godha (Original Motion Picture Soundtrack),Shaan Rahman,80,,,Zia Ul Haq,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2017-07-28T17:49:51Z,2017-08-06T11:48:05Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Godha%20(Original%20Motion%20Picture%20Soundtrac/08%20O%20Rabba%20Bhayangariya.m4p,,O Rabba Bhayangariya,,92731F5593AABE67,30,3608467789,2018-05-06T14:09:49Z,,,,80,,2017-04-05T07:00:00Z,44100,6807076,1,2017-11-21T07:12:16Z,Godha (Original Motion Picture Soundtrack),Chainsmokers,Zia Ul Haq,,O Rabba Bhayangariya,188368,10,1496,8,File,2017
Godha (Original Motion Picture Soundtrack),Shaan Rahman,80,,,Gowry Lekshmi,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2017-07-28T17:50:36Z,2017-08-06T11:47:38Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Godha%20(Original%20Motion%20Picture%20Soundtrac/01%20Aaro%20Nenjil.m4p,,Aaro Nenjil,,9F3767770E53A585,20,3608373897,2018-05-05T12:04:57Z,,,,80,,2017-04-05T07:00:00Z,44100,9260184,1,2017-11-21T07:12:16Z,Godha (Original Motion Picture Soundtrack),Chainsmokers,Gowry Lekshmi,,Aaro Nenjil,267876,10,1498,1,File,2017
Pa Va (Original Motion Picture Soundtrack) - EP,Anand Madhusoodhanan,80,,,P. Jayachandran,1,256,,Encoded By rgFc (ICQ 5758811),,Anand Madhusoodhanan,2017-07-28T17:51:31Z,2017-11-02T21:09:28Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Anand%20Madhusoodhanan/Pa%20Va%20(Original%20Motion%20Picture%20Soundtrac/01%20Podimeesha.m4p,,Podimeesha,,DD6A1212BD17BF5F,2,3608369151,2018-05-05T10:45:51Z,,,,80,,2016-06-10T07:00:00Z,44100,6983931,1,2018-01-19T08:19:57Z,Pa Va (Original Motion Picture Soundtrack) - EP,Chainsmokers,P. Jayachandran,,Podimeesha,195600,6,1500,1,File,2016
Around the World With the Aramaic Prayer of Jesus,Neil Douglas-Klotz,80,,,Neil Douglas-Klotz,1,256,,Encoded By rgFc (ICQ 5758811),,Neil Douglas-Klotz,2017-07-28T17:52:32Z,2017-08-09T18:22:36Z,1,1,,5,Christian & Gospel,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Neil%20Douglas-Klotz/Around%20the%20World%20With%20the%20Aramaic%20Prayer/01%20Abwoon.m4p,,Abwoon,,49B1A4BFB7A2D1A2,16,3604503798,2018-03-21T18:03:18Z,,,,80,,2012-04-04T07:00:00Z,44100,17303447,2,2017-11-29T11:44:22Z,Around the World With the Aramaic Prayer of Jesus,Chainsmokers,Neil Douglas-Klotz,,Abwoon,445653,13,1502,1,File,2006
Only the Desert Knows - Single,Abeer Nehme,80,,,Abeer Nehme,1,256,,Encoded By rgFc (ICQ 5758811),,Neil Douglas-Klotz,2017-07-28T17:55:27Z,2017-11-02T21:08:20Z,1,1,,5,Alternative,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Abeer%20Nehme/Only%20the%20Desert%20Knows%20-%20Single/01%20Only%20the%20Desert%20Knows.m4p,,Only the Desert Knows,,0C459CDA307AD6DD,1,3602568629,2018-02-27T08:30:29Z,,,,80,,2010-09-08T07:00:00Z,44100,9552234,1,2018-02-19T19:22:13Z,Only the Desert Knows - Single,Chainsmokers,Abeer Nehme,,Only the Desert Knows,269899,1,1504,1,File,2010
Pattam Pole (Original Motion Picture Soundtrack) - EP,M. Jayachandran,80,,,Haricharan & Mridula Varier,1,256,,Encoded By rgFc (ICQ 5758811),,M. Jayachandran,2017-07-28T17:57:01Z,2018-05-06T09:59:21Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/M.%20Jayachandran/Pattam%20Pole%20(Original%20Motion%20Picture%20Sou/01%20Mazhaye%20Toomazhaye.m4p,,Mazhaye Toomazhaye,,7035A21F7466A350,7,3605001952,2018-03-27T11:25:52Z,,,,80,,2013-09-30T07:00:00Z,44100,10185535,2,2017-12-05T18:38:32Z,Pattam Pole (Original Motion Picture Soundtrack) - EP,Chainsmokers,Haricharan & Mridula Varier,,Mazhaye Toomazhaye,292048,4,1506,1,File,2013
Guppy (Original Motion Picture Soundtrack) - EP,Vishnu Vijay,80,,,Antony Daasan,1,256,,Encoded By rgFc (ICQ 5758811),,Vishnu Vijay & Vinaayak Sasikumar,2017-07-28T17:57:50Z,2017-10-12T16:54:38Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Vishnu%20Vijay/Guppy%20(Original%20Motion%20Picture%20Soundtrac/02%20Gabriyelinte%20(feat.%20Tovino%20Thomas.m4p,,Gabriyelinte (feat. Tovino Thomas & Sreenivasan),,4A8E7E410B44A0CA,23,3608468016,2018-05-06T14:13:36Z,,,,80,,2016-08-11T07:00:00Z,44100,7792694,2,2017-12-05T18:38:32Z,Guppy (Original Motion Picture Soundtrack) - EP,Chainsmokers,Antony Daasan,,Gabriyelinte (feat. Tovino Thomas & Sreenivasan),215892,4,1508,2,File,2016
Guppy (Original Motion Picture Soundtrack) - EP,Vishnu Vijay,80,,,"Madhuvanthi Narayan, Suchith Suresan & Vijayan Ambalapuzha",1,256,,Encoded By rgFc (ICQ 5758811),,Vishnu Vijay & Vinaayak Sasikumar,2017-07-28T17:58:00Z,2017-07-28T17:58:00Z,1,1,,5,Regional Indian,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Vishnu%20Vijay/Guppy%20(Original%20Motion%20Picture%20Soundtrac/02%20Gabriyelinte%20(feat.%20Tovino%20Thomas.m4p,,Thira Thira (feat. Tovino Thomas & Sreenivasan),,C97A4277C75581E7,2,3588849835,2017-09-21T12:43:55Z,,,,80,,2016-08-11T07:00:00Z,44100,8088800,1,2017-11-21T07:12:41Z,Guppy (Original Motion Picture Soundtrack) - EP,Chainsmokers,"Madhuvanthi Narayan, Suchith Suresan & Vijayan Ambalapuzha",,Thira Thira (feat. Tovino Thomas & Sreenivasan),218214,4,1510,1,Remote,2016
