Album,Album Artist,Album Rating,Album Rating Computed,Artist,Artwork Count,Bit Rate,Clean,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Far East Movement,1,256,,,"K. Nishimura, J. Roh, J. Choung, V. Coquia, Sha Sha Jones & M. Dillard",2015-03-12T07:29:16Z,2016-01-17T16:12:48Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/24%20There%20Will%20Be%20No%20Rain%20(Kill%20Paris.m4a",,There Will Be No Rain (Kill Paris Remix),,33EA54B1F1B69B21,21,3599345406,2018-01-21T01:10:06Z,,60,,2013-11-22T08:00:00Z,44100,8255547,8,2017-08-16T06:50:41Z,"Dance (RED) Save Lives, Vol. 2",,Far East Movement,,There Will Be No Rain (Kill Paris Remix),224520,24,2076,24,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Felix Cartal,1,256,,,Felix Cartal & HAERTS,2015-03-12T07:29:16Z,2016-01-17T09:04:27Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/20%20Slow%20Motion%20(feat.%20HAERTS).m4a",,Slow Motion (feat. HAERTS),,F8752D416F9EE0E9,105,3596475862,2017-12-18T20:04:22Z,,60,,2013-11-22T08:00:00Z,44100,7847945,6,2017-11-08T08:37:06Z,"Dance (RED) Save Lives, Vol. 2",,Felix Cartal,,Slow Motion (feat. HAERTS),218240,24,2078,20,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Gorgon City,1,256,,,Gorgon City,2015-03-12T07:29:16Z,2016-01-17T09:05:25Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/19%20Voltage.m4a",,Voltage,,0DA1B5708DE6F629,14,3596475862,2017-12-18T20:04:22Z,,60,,2013-11-22T08:00:00Z,44100,6900617,3,2017-11-08T08:37:06Z,"Dance (RED) Save Lives, Vol. 2",,Gorgon City,Gorgon City,Voltage,193946,24,2080,19,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Icona Pop,1,256,,,"Elof Loelv, Brian Lee, Aino Jawo, Caroline Hjelt, Nick Littlemore, Luke Steele & Jonathan Sloan",2015-03-12T07:29:16Z,2016-01-17T16:17:43Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/15%20All%20Night%20(Crookers%20Remix).m4a",,All Night (Crookers Remix),,CB3B948DE388DB1A,14,3598929681,2018-01-16T05:41:21Z,,60,,2013-11-22T08:00:00Z,44100,7532363,9,2018-05-05T14:59:27Z,"Dance (RED) Save Lives, Vol. 2",,Icona Pop,Gorgon City,All Night (Crookers Remix),207960,24,2082,15,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Katy Perry,1,256,,,"Katy Perry, Lukasz Gottwald, Max Martin, Bonnie McKee & Henry Walter",2015-03-12T07:29:16Z,2016-01-17T09:25:34Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/01%20Roar%20(DallasK%20Remix).m4a",,Roar (DallasK Remix),,42722BD1865DE294,30,3608392326,2018-05-05T17:12:06Z,,60,,2013-11-22T08:00:00Z,44100,8704675,5,2018-02-01T19:54:01Z,"Dance (RED) Save Lives, Vol. 2",,Katy Perry,Gorgon City,Roar (DallasK Remix),239560,24,2084,1,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Madonna,1,256,,,"Madonna, Jenson Vaughan, Alessandro Benassi & Marco Benassi",2015-03-12T07:29:16Z,2017-08-09T18:22:30Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/05%20Madonna%20vs.%20Avicii%20%E2%80%93%20Girl%20Gone%20Wi.m4a",,Madonna vs. Avicii – Girl Gone Wild (AVICII's UMF Mix),,720F5B98EA5982C4,25,3601579032,2018-02-15T21:37:12Z,,60,,2013-11-22T08:00:00Z,44100,11068260,7,2018-03-07T20:53:51Z,"Dance (RED) Save Lives, Vol. 2",,Madonna,Gorgon City,Madonna vs. Avicii – Girl Gone Wild (AVICII's UMF Mix),316746,24,2086,5,File,2012
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Major Lazer,1,256,,,"Bruno Mars, T. Pentz, D. Taylor, M. Stevenson & E. DAVIS",2015-03-12T07:29:16Z,2016-01-17T15:57:35Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/03%20Bubble%20Butt%20(feat.%20Bruno%20Mars,%20Ty.m4a",,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic) [Flosstradamus Remix]",,3CE5768443917A11,24,3591891915,2017-10-26T17:45:15Z,,60,,2013-11-22T08:00:00Z,44100,6072026,7,2018-02-12T08:40:12Z,"Dance (RED) Save Lives, Vol. 2",,Major Lazer,Gorgon City,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic) [Flosstradamus Remix]",162106,24,2088,3,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,The Cataracs & Martin Solveig,1,256,,,"Martin Solveig, Niles Hollowell-Dhar, Kyle Harvey & Petros Anastos-Prastacos",2015-03-12T07:29:16Z,2017-08-09T18:22:28Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/18%20Hey%20Now%20(feat.%20Kyle)%20%5BPierce%20Fult.m4a",,Hey Now (feat. Kyle) [Pierce Fulton Remix],,DF02A7C6CFE34ACF,21,16200,1904-01-01T03:06:00Z,,60,,2013-11-22T08:00:00Z,44100,8006538,9,2018-03-31T17:38:23Z,"Dance (RED) Save Lives, Vol. 2",,Cataracs & Martin Solveig,Gorgon City,Hey Now (feat. Kyle) [Pierce Fulton Remix],220906,24,2090,18,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Rebecca & Fiona,1,256,,,"Rebecca Scheja, Fiona Fitzpatrick, Eric Aguirre, Andrew Ramanauskas & Henry Olortegui",2015-03-12T07:29:16Z,2016-01-17T16:11:52Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/21%20Hot%20Shots%20(feat.%20VICE)%20%5BRED%20Versi.m4a",,Hot Shots (feat. VICE) [RED Version],,A66663C1B6285810,22,16200,1904-01-01T03:06:00Z,,60,,2013-11-22T08:00:00Z,44100,6965227,5,2018-03-31T17:38:23Z,"Dance (RED) Save Lives, Vol. 2",,Rebecca & Fiona,Gorgon City,Hot Shots (feat. VICE) [RED Version],191120,24,2092,21,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Robin Thicke,1,256,,,"Robin Thicke, Kendrick Lamar, Dr. Luke, will.i.am & Henry Walter",2015-03-12T07:29:16Z,2016-01-17T16:17:35Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/09%20Give%20It%202%20U%20(feat.%20Kendrick%20Lamar.m4a",,Give It 2 U (feat. Kendrick Lamar) [Benny Benassi Remix],,6533591958DFD195,24,16200,1904-01-01T03:06:00Z,,60,,2013-11-22T08:00:00Z,44100,8018642,10,2018-05-08T14:19:31Z,"Dance (RED) Save Lives, Vol. 2",,Robin Thicke,Gorgon City,Give It 2 U (feat. Kendrick Lamar) [Benny Benassi Remix],219000,24,2094,9,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,"Tiësto, Baggi Begovic & Jason Taylor",1,256,,,"Jason Taylor, Mark Alston, Teddy Geiger, Tijs Verwest, Addy Van Der Zwan & Adjin Begovic",2015-03-12T07:29:16Z,2016-01-17T15:59:15Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/16%20Love%20&%20Run%20(feat.%20Teddy%20Geiger)%20%5B.m4a",,Love & Run (feat. Teddy Geiger) [MOTi Remix],,96E1CF8B9D97D682,26,3603132629,2018-03-05T21:10:29Z,,60,,2013-11-22T08:00:00Z,44100,6656277,8,2018-01-25T11:17:54Z,"Dance (RED) Save Lives, Vol. 2",,"Tiësto, Baggi Begovic & Jason Taylor",Gorgon City,Love & Run (feat. Teddy Geiger) [MOTi Remix],185120,24,2096,16,File,2013
"Dance (RED) Save Lives, Vol. 2",Various Artists,60,,Tritonal,1,256,,,"Mark Underdown, Chad Cisneros & David Reed",2015-03-12T07:29:16Z,2017-09-29T05:50:33Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Dance%20(RED)%20Save%20Lives,%20Vol.%202/22%20Deep%20Into%20Black%20(feat.%20Underdown).m4a",,Deep Into Black (feat. Underdown) [Club Mix],,504DD9F5569C8D3A,10,3589303843,2017-09-26T18:50:43Z,,60,,2013-01-01T08:00:00Z,44100,7912188,5,2018-01-25T11:17:54Z,"Dance (RED) Save Lives, Vol. 2",,Tritonal,Gorgon City,Deep Into Black (feat. Underdown) [Club Mix],223382,24,2098,22,File,2013
Ministry of Sound: Disco Classics 1973-1984,Various Artists,60,,Shirley & Company,1,256,,,"Mark Underdown, Chad Cisneros & David Reed",2015-04-06T13:12:43Z,2017-10-01T12:16:03Z,1,1,5,Dance,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Ministry%20of%20Sound_%20Disco%20Classics%201973-1/07%20Shame,%20Shame,%20Shame.m4a",,"Shame, Shame, Shame",,C535E936B5CC536C,48,3608415124,2018-05-05T23:32:04Z,,60,,2010-12-05T08:00:00Z,44100,8820293,3,2018-01-25T11:17:54Z,Ministry of Sound: Disco Classics 1973-1984,,Shirley & Company,Gorgon City,"Shame, Shame, Shame",244560,38,2100,7,File,1975
All the Hits: Greatest Tribute to Def Leppard,Sugar Animal,80,,Sugar Animal,1,256,,,"Robert John ""Mutt"" Lange, Stephen Clark, Richard Savage, Joseph Elliott, Phil Collen & Richard John Cyril Allen",2015-06-21T06:52:24Z,2017-08-09T18:22:35Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Sugar%20Animal/All%20the%20Hits_%20Greatest%20Tribute%20to%20Def%20Le/03%20Love%20Bites.m4a,,Love Bites,,71AAA069EB8CDD31,56,3597237974,2017-12-27T15:46:14Z,,80,,2014-10-28T07:00:00Z,44100,12030856,9,2017-07-30T20:25:17Z,All the Hits: Greatest Tribute to Def Leppard,,Sugar Animal,Gorgon City,Love Bites,348206,13,2102,3,File,2014
25,Adele,80,,Adele,1,256,,,Adele Adkins & Greg Kurstin,2016-01-17T16:51:02Z,2016-01-17T15:52:18Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Adele/25/01%20Hello.m4a,,Hello,,F580278533F1B5BD,70,3592741921,2017-11-05T14:52:01Z,,80,,2015-11-20T08:00:00Z,44100,10190090,1,2017-07-30T20:25:17Z,25,,Adele,Adele Adkins & Greg Kurstin,Hello,295502,11,2104,1,File,2015
Peace Is The Mission (Extended),Major Lazer,80,,Major Lazer,1,256,,,"K. Ørsted, P. Meckseper, S. Guess, T. Pentz & W. Grigahcine",2016-01-17T16:53:02Z,2017-08-20T08:33:36Z,1,1,5,Electronic,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Major%20Lazer/Peace%20Is%20The%20Mission%20(Extended)/04%20Lean%20On%20(feat.%20M%C3%98%20&%20DJ%20Snake).m4a,,Lean On (feat. MØ & DJ Snake),,882CA469DE20588D,104,3608313036,2018-05-04T19:10:36Z,,80,,2015-11-27T08:00:00Z,44100,6538702,5,2017-07-30T20:25:17Z,Peace Is The Mission (Extended),,Major Lazer,"K. Ørsted, P. Meckseper, S. Guess, T. Pentz & W. Grigahcine",Lean On (feat. MØ & DJ Snake),176561,14,2106,4,File,2015
"Try Everything (From ""Zootopia"") - Single",Shakira,80,,Shakira,1,256,,,"Mikkel S. Eriksen, Sia Furler & Tor Erik Hermansen",2016-01-23T16:16:43Z,2016-01-24T17:08:56Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Shakira/Try%20Everything%20(From%20_Zootopia_)%20-%20Singl/01%20Try%20Everything%20(From%20_Zootopia_).m4a,,"Try Everything (From ""Zootopia"")",,6E6DDFDD2E7DB5D5,43,3588262293,2017-09-14T17:31:33Z,,80,,2016-01-08T08:00:00Z,44100,6980032,1,2017-07-30T20:25:17Z,"Try Everything (From ""Zootopia"") - Single",,Shakira,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen","Try Everything (From ""Zootopia"")",196706,1,2108,1,File,2016
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,"Doyle Bramhall II, Justin Stanley & Nikka Costa",2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/01%20Gotta%20Get%20Over.m4a,,Gotta Get Over,,D0B35AD8C7CBC096,32,3588262293,2017-09-14T17:31:33Z,,80,,2015-04-28T07:00:00Z,44100,10044183,4,2017-08-24T06:48:38Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Gotta Get Over,276226,51,2110,1,File,2013
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,"Eddie Setser, Steve Diamond & Troy Seals",2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/02%20I've%20Got%20a%20Rock%20'N'%20Roll%20Heart.m4a,,I've Got a Rock 'N' Roll Heart,,9462DDB8F1408746,35,3596390559,2017-12-17T20:22:39Z,,80,,2015-04-28T07:00:00Z,44100,7580921,2,2018-05-06T10:38:05Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",I've Got a Rock 'N' Roll Heart,194786,51,2112,2,File,1983
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Doyle Bramhall II,2016-01-24T18:03:58Z,2017-08-09T18:22:24Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/03%20Run%20Back%20to%20Your%20Side.m4a,,Run Back to Your Side,,88E156E4F803F7E5,23,3596484765,2017-12-18T22:32:45Z,,80,,2015-04-28T07:00:00Z,44100,11920181,5,2018-05-06T10:38:05Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Run Back to Your Side,316853,51,2114,3,File,2010
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Will Jennings,2016-01-24T18:03:58Z,2017-08-09T18:22:24Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/04%20Tears%20In%20Heaven.m4a,,Tears In Heaven,,2F0B34CCC209DA04,37,3596484765,2017-12-18T22:32:45Z,,100,,2015-04-28T07:00:00Z,44100,9511719,4,2018-05-06T10:38:05Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Tears In Heaven,271973,51,2116,4,File,1992
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,J.J. Cale,2016-01-24T18:03:58Z,2017-08-09T18:22:24Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/05%20Call%20Me%20the%20Breeze.m4a,,Call Me the Breeze,,D95AE1FE2DB80EA9,26,3596484765,2017-12-18T22:32:45Z,,80,,2015-04-28T07:00:00Z,44100,6704579,8,2018-02-11T14:05:58Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Call Me the Breeze,184893,51,2118,5,File,2014
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Jerry Lynn Williams,2016-01-24T18:03:58Z,2017-08-09T18:22:24Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/06%20Forever%20Man.m4a,,Forever Man,,FDE2928BBA98898E,25,3586322825,2017-08-23T06:47:05Z,,80,,2015-04-28T07:00:00Z,44100,7135841,7,2018-05-08T16:20:20Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Forever Man,192320,51,2120,6,File,1985
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Eric Clapton,2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/07%20Believe%20In%20Life.m4a,,Believe In Life,,1BB05B850911A7FC,19,3589855261,2017-10-03T04:01:01Z,,80,,2015-04-28T07:00:00Z,44100,10916374,7,2017-09-25T06:19:49Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Believe In Life,305626,51,2122,7,File,2001
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Mick Jones,2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/08%20Bad%20Love.m4a,,Bad Love,,A8B68DE3A8660857,24,3594574127,2017-11-26T19:48:47Z,,80,,2015-04-28T07:00:00Z,44100,11158352,7,2018-05-06T20:52:27Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Bad Love,309200,51,2124,8,File,1989
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton,2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/09%20My%20Father's%20Eyes.m4a,,My Father's Eyes,,17CBDCC8E298EEFB,34,3596401088,2017-12-17T23:18:08Z,,80,,2015-04-28T07:00:00Z,44100,11420419,4,2018-05-06T20:52:27Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",My Father's Eyes,323053,51,2126,9,File,1998
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Melvin Jackson,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/11%20Travelin'%20Alone.m4a,,Travelin' Alone,,6E733B029B562D24,26,3595765726,2017-12-10T14:48:46Z,,80,,2015-04-28T07:00:00Z,44100,8460844,5,2018-05-06T20:22:54Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,"Mikkel Eriksen, Sia Furler & Tor Erik Hermansen",Travelin' Alone,235146,51,2128,11,File,2010
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,"Gordon Kennedy and Wayne Kirkpatrick, Tommy Sims, Gordon Kennedy & Wayne Kirkpatrick",2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/12%20Change%20the%20World.m4a,,Change the World,,2F0B34CCC209DA17,31,3587618708,2017-09-07T06:45:08Z,,80,,2015-04-28T07:00:00Z,44100,9148874,4,2017-12-22T18:50:38Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Gordon Kennedy and Wayne Kirkpatrick & Tommy Sims,Change the World,234813,51,2130,12,File,1996
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,"ChrisMosdell, Michael Jackson & Ryuichi Sakamoto",2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/13%20Behind%20the%20Mask.m4a,,Behind the Mask,,6B410D45A44D739B,28,3592223934,2017-10-30T14:58:54Z,,80,,2015-04-28T07:00:00Z,44100,10109384,4,2017-12-22T18:50:38Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Gordon Kennedy and Wayne Kirkpatrick & Tommy Sims,Behind the Mask,287600,51,2132,13,File,1986
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Robbie Robertson,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/14%20It's%20In%20the%20Way%20That%20You%20Use%20It.m4a,,It's In the Way That You Use It,,80E506C9BF827902,26,3608389711,2018-05-05T16:28:31Z,,80,,2015-04-28T07:00:00Z,44100,9016773,5,2018-01-09T11:38:25Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Gordon Kennedy and Wayne Kirkpatrick & Tommy Sims,It's In the Way That You Use It,252640,51,2134,14,File,1986
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Jerry Lynn Williams,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/15%20Pretending.m4a,,Pretending,,A53B4A7F5148EA2F,22,3603792228,2018-03-13T12:23:48Z,,80,,2015-04-28T07:00:00Z,44100,10017652,8,2018-05-06T10:39:07Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Jerry Lynn Williams,Pretending,282626,51,2136,15,File,1989
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/17%20Circus.m4a,,Circus,,412354F8E296CB5A,26,3599479814,2018-01-22T14:30:14Z,,80,,2015-04-28T07:00:00Z,44100,8752489,6,2018-01-04T07:17:23Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Jerry Lynn Williams,Circus,249106,51,2138,17,File,1998
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & Simon Climie,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/18%20Revolution.m4a,,Revolution,,4426800840AB43B3,16,3584868331,2017-08-06T10:45:31Z,,80,,2015-04-28T07:00:00Z,44100,8964581,6,2017-08-24T05:42:03Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Jerry Lynn Williams,Revolution,240560,51,2140,18,File,2005
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eric Clapton & George Harrison,2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/19%20Badge%20(Live).m4a,,Badge (Live),,4EA96CA59D06F865,23,3600305063,2018-02-01T03:44:23Z,,80,,2015-04-28T07:00:00Z,44100,14857056,5,2017-08-24T05:42:03Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Jerry Lynn Williams,Badge (Live),413933,51,2142,19,File,2015
